EnsembleID_symbol,Batch1_Control07w_1,Batch1_Control07w_2,Batch1_Control07w_3,Batch1_Control07w_4,Batch1_Control07w_5,Batch1_STZHFD14w_1,Batch1_STZHFD14w_2,Batch1_STZHFD14w_3,Batch1_STZHFD14w_4,Batch1_STZHFD14w_5,Batch1_STZHFD20w_1,Batch1_STZHFD20w_2,Batch1_STZHFD20w_3,Batch1_STZHFD20w_4,Batch1_STZHFD20w_5,Batch1_STZHFD32w_1,Batch1_STZHFD32w_2,Batch1_STZHFD32w_3,Batch1_STZHFD32w_4,Batch1_STZHFD32w_5,Batch1_STZHFD56w_1,Batch1_STZHFD56w_2,Batch1_STZHFD56w_3,Batch1_STZHFD56w_4,Batch1_STZHFD56w_5,Batch1_STZHFD56w_6,Batch1_STZHFD44w_T03,Batch1_STZHFD44w_T04,Batch1_STZHFD44w_T05,Batch1_STZHFD44w_T06,Batch1_STZHFD50w_T07,Batch1_STZHFD50w_T09,Batch1_STZHFD50w_T10,Batch1_STZHFD50w_T11,Batch1_STZHFD56w_T13,Batch1_STZHFD56w_T14,Batch1_STZHFD56w_T18,Batch1_STZHFD56w_T22,Batch1_STZHFD56w_T24,Batch1_STZHFD56w_T25
ENSMUSG00000000001_Gnai3,5.599091227034755,6.304299137506539,6.284403516444615,6.16497202400761,6.043487204155845,6.2489738273749165,5.882425388696888,6.11235092768659,6.105807368105745,6.069149889561844,5.947230895661864,5.818571561279828,6.009000000043775,6.072364472268236,6.02752208573231,6.189037200171142,6.384071872168398,6.100660075250976,6.228776106661677,6.201774328632723,5.9797054633289966,6.13232824894766,6.141706307264209,6.25578363329607,6.2011298916661195,6.189342756501569,5.689842183946289,5.8661088105716415,5.733225594574152,5.915767937778373,6.499402475594793,6.369566233851367,6.326015690548209,6.250994337511093,6.128749659903573,6.711434884437512,6.6050483640193125,6.437703394170946,6.227693348485071,6.396580302537198
ENSMUSG00000000028_Cdc45,-0.36097384095004365,-0.6281854706761621,-0.7803718907079358,-0.13024322087734858,-0.19383107786002068,0.5342400292320562,-0.01246628547302084,0.8940437166340125,0.5357277297937778,-0.07441657353031227,0.5509170970789624,0.5107077915976377,0.24199689691388881,0.26423785311332304,0.16507443462405902,0.8800317700893553,0.6927000917883019,0.7339563241030788,1.093506470122133,1.2240796959971847,-0.32835028311118647,0.3469101363793023,-0.4169465300459745,0.34115955289111644,0.1751479571101162,-0.360068263160808,0.17095053135291832,-0.10004439633748276,0.17360229601391663,1.5134567916086492,0.9169516105934316,0.8503386910169201,0.3287299100179739,1.2270524984437543,1.5126703230024727,1.5868381476418942,0.8024150096270399,1.05714058827784,1.1479982503817046,0.8259363829013165
ENSMUSG00000000031_H19,-1.9195984018843342,0.4890144142814775,-2.673175448996829,-0.946115608383114,-0.9039662843158742,1.3448218303264383,1.9719682660324749,3.1305208681936563,2.250151255081615,2.845506587462638,1.8911440717591497,1.6279708608253312,3.0474319453702257,1.8560679654441046,0.8081170794713324,4.621885159980055,4.420495510582489,4.2353213297508345,4.555804305150736,4.623034300823519,1.8962235868184838,1.8366980115534617,2.164615293520903,3.117177554150659,2.5183426542739973,2.590851541320326,5.9150414314185085,2.960228999168568,2.8454003347385544,5.200081430145745,6.072076333095439,0.8287034200058758,6.467291502030422,10.713433730099696,0.251411783445408,0.03142253127644085,0.5447763057210969,2.6442231127109386,5.9617271881908795,2.9476351558826344
ENSMUSG00000000037_Scml2,-1.7436392264154414,-3.312848278689042,-3.010943543132615,-1.7917778509848408,-2.6387846857857333,-2.6632900508382282,-2.1508886625380534,-1.9513248610805225,-3.4817034894538565,-2.0780868924442037,-3.4977310470522056,-2.3816767657226166,-2.359570067178251,-2.9907543280930464,-2.8644242490693768,-0.8830005834502084,-1.473552603882217,-1.1785690510610842,-0.8242426425861582,-1.6146672005379166,-2.2429020296331537,-2.085997892233363,-2.7107571494397873,-2.8453028215009475,-1.648417165038407,-3.1047507152881524,-1.8780932439896825,-0.8773091566435048,-2.759166415361125,-0.8185100345606026,-2.085258597222394,-2.8456928232611607,-2.0774941332421584,-3.5433196144071846,-2.342359417604644,0.14352121417502323,0.06201519454241366,-1.2775734908358853,0.39489304899137573,-2.532191463719673
ENSMUSG00000000049_Apoh,9.989405913218544,10.048008371234815,10.369239708993542,10.156818623391008,10.137425233560304,10.057179025804164,9.917021045211023,9.833539460892403,10.125326666059493,10.176109866792354,10.032125916717417,9.830215972770427,9.87972637841671,10.111311375878511,10.09690972632858,9.09593014817173,9.235989649452533,8.908325533168792,9.040444108455258,9.364020569769755,9.39935619858804,9.48811951811396,9.730215727043278,9.413238272114713,9.620809376592037,9.74507755585099,9.679213051511221,8.4582562234289,8.889681586256096,8.716047086745569,9.277427348007105,9.144991629515156,9.326181548107003,9.50606431484807,8.819157479210423,8.975014688755497,9.236625161754183,9.41035150420235,9.427783669462139,9.369272836098538
ENSMUSG00000000056_Narf,5.820067487037289,5.902599316765834,6.766054244941657,6.18793196880746,6.338898439749261,5.502045924047931,5.309939019531079,5.275022431602908,5.8218871069009275,5.782897951444087,5.230855229690427,4.979411939874113,4.991126582028609,5.5739835507483555,5.5293271289002535,4.658698028231335,4.859315347313228,4.596893527242929,4.5433311200249005,4.78952377485139,4.777951980962133,4.908596531282701,5.5383088062551,5.156209018634357,5.111625420395984,5.081748069606752,4.763697701679325,4.067756475879679,4.46967740152483,4.5315884576696766,4.259310640102281,5.121464400280948,4.972338360622864,5.3208929733634704,3.976516643368197,4.728532402363654,5.182214608866124,4.493794349448908,4.7930232551733,4.916374845262724
ENSMUSG00000000058_Cav2,1.9113621837876136,2.2399060690986072,2.331397495504405,2.6188920499918122,2.3472725180340572,2.124219005764861,2.318773299003829,2.439515764760511,2.538130237684795,2.294638166774714,1.718245914987209,1.896803275017,2.4968881606619737,2.146197292928466,2.28097785159398,3.72449294539049,3.210088002005459,3.782145587915249,3.636285664818303,2.9249202529475826,3.6051866841513567,3.1381542296400737,2.85074029286084,2.991314989555997,2.84314476514525,2.576981592241602,2.4151102060445044,3.3486681291454907,3.3528494650068548,3.5587720961826435,3.5282402437019793,2.89499633401942,3.6099865779749525,2.9688684508915943,4.217675434285016,2.7125467842750055,4.3965334756515535,4.64136887206731,3.413421818426765,4.055547754907438
ENSMUSG00000000078_Klf6,2.9066916191576597,3.2879111301372275,3.1315348848550872,3.627432776447454,3.377195244808476,3.343346320619923,3.638238143502055,4.503927082157518,3.255317714880687,3.210230835555263,3.6132417898796607,2.668164534019698,4.221575741620226,3.5464845412221635,3.357817413789812,4.226255828170683,4.774451617872731,4.838242712773881,4.398498659401467,4.619107260713072,4.486899478475198,4.586158010921782,4.400260509538281,5.203227986314487,5.1104176646608686,5.061968444840735,4.263571758536413,4.973408170957204,4.432455773892435,4.983878815582501,4.998065965263502,5.021307665894563,5.504724861070712,6.121300666366622,5.816850988054717,5.690490467103026,5.652769832119679,5.516821711875364,5.50351495377908,5.81602648407947
ENSMUSG00000000085_Scmh1,4.512569843237058,4.308270403822838,4.1320984270320285,4.332910807238465,4.300330926098543,4.218731552553719,4.1523181611625715,4.034733845985228,4.050149995996513,4.18601352765862,4.161332765577845,4.163374224722266,3.8815713581496416,4.115113829348011,4.122236423104708,4.359239168046916,4.1247058919341155,4.237154611039087,4.168095828044886,4.246531021904289,4.107062920458908,3.973079979392903,4.05556967142903,4.031702385753956,4.020722383448419,4.080560766930931,4.141767539293931,4.1918216595593,4.26425951312987,4.495461205213144,4.193358922391942,4.274520383112784,3.988984013834607,3.5300091865990244,4.179566078729688,4.2030877451357185,4.318063180862799,4.557127941669965,3.9932649571822565,4.47055341756018
ENSMUSG00000000088_Cox5a,5.075909636318836,4.922123993686626,4.931982233010815,5.223150989480009,5.009431373844354,5.109916525928733,5.040288591277846,5.4742097230699125,5.091422094174005,5.139146651999527,4.966661207083557,4.878434310269061,4.623568477903468,5.324670960489302,5.262720334387578,4.624865005332806,4.671537892619289,4.514636869753818,4.498805632420819,4.8393212409472675,4.555627201398477,4.9421960176043145,4.577583326697837,4.7924537868077906,4.8775206459284535,4.884717219087492,4.489910490514977,4.41519634990611,4.379912871571692,4.271660398637253,4.218731279734782,4.95669951995715,4.697147615443063,4.5944517976908115,4.626638951532681,4.621286352030285,4.695451939450615,3.874698148949125,4.605069721834011,4.282164887168758
